-5.000000E+00	+284.133E-03
-4.995000E+00	+965.540E-03
-4.990000E+00	+1.064033E+00
-4.985000E+00	+99.209E-03
-4.980000E+00	+251.972E-03
-4.975000E+00	+211.771E-03
-4.970000E+00	+959.510E-03
-4.965000E+00	+1.070063E+00
-4.960000E+00	+99.209E-03
-4.955000E+00	+274.083E-03
-4.950000E+00	+243.932E-03
-4.945000E+00	+967.550E-03
-4.940000E+00	+1.072073E+00
-4.935000E+00	+103.229E-03
-4.930000E+00	+276.093E-03
-4.925000E+00	+249.962E-03
-4.920000E+00	+943.430E-03
-4.915000E+00	+1.074083E+00
-4.910000E+00	+99.209E-03
-4.905000E+00	+268.053E-03
-4.900000E+00	+219.812E-03
-4.895000E+00	+891.168E-03
-4.890000E+00	+1.072073E+00
-4.885000E+00	+99.209E-03
-4.880000E+00	+268.053E-03
-4.875000E+00	+225.842E-03
-4.870000E+00	+995.691E-03
-4.865000E+00	+1.084133E+00
-4.860000E+00	+99.209E-03
-4.855000E+00	+278.103E-03
-4.850000E+00	+239.912E-03
-4.845000E+00	+923.329E-03
-4.840000E+00	+1.080113E+00
-4.835000E+00	+103.229E-03
-4.830000E+00	+272.073E-03
-4.825000E+00	+233.882E-03
-4.820000E+00	+1.031872E+00
-4.815000E+00	+1.084133E+00
-4.810000E+00	+103.229E-03
-4.805000E+00	+262.023E-03
-4.800000E+00	+235.892E-03
-4.795000E+00	+999.711E-03
-4.790000E+00	+1.080113E+00
-4.785000E+00	+101.219E-03
-4.780000E+00	+260.013E-03
-4.775000E+00	+207.751E-03
-4.770000E+00	+951.470E-03
-4.765000E+00	+1.068053E+00
-4.760000E+00	+99.209E-03
-4.755000E+00	+268.053E-03
-4.750000E+00	+187.651E-03
-4.745000E+00	+963.530E-03
-4.740000E+00	+1.080113E+00
-4.735000E+00	+97.199E-03
-4.730000E+00	+272.073E-03
-4.725000E+00	+201.721E-03
-4.720000E+00	+975.590E-03
-4.715000E+00	+1.088153E+00
-4.710000E+00	+91.168E-03
-4.705000E+00	+262.023E-03
-4.700000E+00	+203.731E-03
-4.695000E+00	+907.249E-03
-4.690000E+00	+1.084133E+00
-4.685000E+00	+93.178E-03
-4.680000E+00	+260.013E-03
-4.675000E+00	+203.731E-03
-4.670000E+00	+947.450E-03
-4.665000E+00	+1.078103E+00
-4.660000E+00	+99.209E-03
-4.655000E+00	+266.043E-03
-4.650000E+00	+231.872E-03
-4.645000E+00	+953.480E-03
-4.640000E+00	+1.072073E+00
-4.635000E+00	+97.199E-03
-4.630000E+00	+260.013E-03
-4.625000E+00	+215.791E-03
-4.620000E+00	+919.309E-03
-4.615000E+00	+1.076093E+00
-4.610000E+00	+103.229E-03
-4.605000E+00	+262.023E-03
-4.600000E+00	+268.053E-03
-4.595000E+00	+1.003731E+00
-4.590000E+00	+1.084133E+00
-4.585000E+00	+93.178E-03
-4.580000E+00	+268.053E-03
-4.575000E+00	+217.802E-03
-4.570000E+00	+987.651E-03
-4.565000E+00	+1.084133E+00
-4.560000E+00	+99.209E-03
-4.555000E+00	+268.053E-03
-4.550000E+00	+211.771E-03
-4.545000E+00	+973.580E-03
-4.540000E+00	+1.080113E+00
-4.535000E+00	+99.209E-03
-4.530000E+00	+268.053E-03
-4.525000E+00	+255.992E-03
-4.520000E+00	+1.007751E+00
-4.515000E+00	+1.094183E+00
-4.510000E+00	+95.188E-03
-4.505000E+00	+268.053E-03
-4.500000E+00	+235.892E-03
-4.495000E+00	+949.460E-03
-4.490000E+00	+1.088153E+00
-4.485000E+00	+97.199E-03
-4.480000E+00	+260.013E-03
-4.475000E+00	+213.781E-03
-4.470000E+00	+903.229E-03
-4.465000E+00	+1.078103E+00
-4.460000E+00	+99.209E-03
-4.455000E+00	+262.023E-03
-4.450000E+00	+223.832E-03
-4.445000E+00	+975.590E-03
-4.440000E+00	+1.088153E+00
-4.435000E+00	+99.209E-03
-4.430000E+00	+260.013E-03
-4.425000E+00	+215.791E-03
-4.420000E+00	+1.015791E+00
-4.415000E+00	+1.094183E+00
-4.410000E+00	+95.188E-03
-4.405000E+00	+270.063E-03
-4.400000E+00	+243.932E-03
-4.395000E+00	+1.001721E+00
-4.390000E+00	+1.092173E+00
-4.385000E+00	+101.219E-03
-4.380000E+00	+268.053E-03
-4.375000E+00	+258.003E-03
-4.370000E+00	+867.048E-03
-4.365000E+00	+1.092173E+00
-4.360000E+00	+99.209E-03
-4.355000E+00	+272.073E-03
-4.350000E+00	+239.912E-03
-4.345000E+00	+947.450E-03
-4.340000E+00	+1.104234E+00
-4.335000E+00	+89.158E-03
-4.330000E+00	+268.053E-03
-4.325000E+00	+233.882E-03
-4.320000E+00	+911.269E-03
-4.315000E+00	+1.098204E+00
-4.310000E+00	+99.209E-03
-4.305000E+00	+268.053E-03
-4.300000E+00	+171.570E-03
-4.295000E+00	+923.329E-03
-4.290000E+00	+1.104234E+00
-4.285000E+00	+101.219E-03
-4.280000E+00	+268.053E-03
-4.275000E+00	+223.832E-03
-4.270000E+00	+979.611E-03
-4.265000E+00	+1.102224E+00
-4.260000E+00	+107.249E-03
-4.255000E+00	+272.073E-03
-4.250000E+00	+203.731E-03
-4.245000E+00	+891.168E-03
-4.240000E+00	+1.096193E+00
-4.235000E+00	+99.209E-03
-4.230000E+00	+260.013E-03
-4.225000E+00	+207.751E-03
-4.220000E+00	+903.229E-03
-4.215000E+00	+1.098204E+00
-4.210000E+00	+99.209E-03
-4.205000E+00	+268.053E-03
-4.200000E+00	+179.611E-03
-4.195000E+00	+979.611E-03
-4.190000E+00	+1.100214E+00
-4.185000E+00	+99.209E-03
-4.180000E+00	+268.053E-03
-4.175000E+00	+225.842E-03
-4.170000E+00	+971.570E-03
-4.165000E+00	+1.096193E+00
-4.160000E+00	+91.168E-03
-4.155000E+00	+264.033E-03
-4.150000E+00	+207.751E-03
-4.145000E+00	+895.188E-03
-4.140000E+00	+1.088153E+00
-4.135000E+00	+97.199E-03
-4.130000E+00	+276.093E-03
-4.125000E+00	+231.872E-03
-4.120000E+00	+967.550E-03
-4.115000E+00	+1.082123E+00
-4.110000E+00	+103.229E-03
-4.105000E+00	+268.053E-03
-4.100000E+00	+243.932E-03
-4.095000E+00	+977.601E-03
-4.090000E+00	+1.088153E+00
-4.085000E+00	+99.209E-03
-4.080000E+00	+268.053E-03
-4.075000E+00	+181.621E-03
-4.070000E+00	+967.550E-03
-4.065000E+00	+1.092173E+00
-4.060000E+00	+99.209E-03
-4.055000E+00	+268.053E-03
-4.050000E+00	+219.812E-03
-4.045000E+00	+967.550E-03
-4.040000E+00	+1.080113E+00
-4.035000E+00	+97.199E-03
-4.030000E+00	+268.053E-03
-4.025000E+00	+213.781E-03
-4.020000E+00	+903.229E-03
-4.015000E+00	+1.090163E+00
-4.010000E+00	+103.229E-03
-4.005000E+00	+268.053E-03
-4.000000E+00	+179.611E-03
-3.995000E+00	+969.560E-03
-3.990000E+00	+1.084133E+00
-3.985000E+00	+105.239E-03
-3.980000E+00	+268.053E-03
-3.975000E+00	+219.812E-03
-3.970000E+00	+943.430E-03
-3.965000E+00	+1.082123E+00
-3.960000E+00	+99.209E-03
-3.955000E+00	+274.083E-03
-3.950000E+00	+207.751E-03
-3.945000E+00	+941.420E-03
-3.940000E+00	+1.088153E+00
-3.935000E+00	+95.188E-03
-3.930000E+00	+272.073E-03
-3.925000E+00	+207.751E-03
-3.920000E+00	+919.309E-03
-3.915000E+00	+1.076093E+00
-3.910000E+00	+95.188E-03
-3.905000E+00	+276.093E-03
-3.900000E+00	+219.812E-03
-3.895000E+00	+899.209E-03
-3.890000E+00	+1.084133E+00
-3.885000E+00	+101.219E-03
-3.880000E+00	+268.053E-03
-3.875000E+00	+183.631E-03
-3.870000E+00	+963.530E-03
-3.865000E+00	+1.082123E+00
-3.860000E+00	+83.128E-03
-3.855000E+00	+266.043E-03
-3.850000E+00	+207.751E-03
-3.845000E+00	+897.198E-03
-3.840000E+00	+1.080113E+00
-3.835000E+00	+103.229E-03
-3.830000E+00	+268.053E-03
-3.825000E+00	+253.982E-03
-3.820000E+00	+991.671E-03
-3.815000E+00	+1.082123E+00
-3.810000E+00	+107.249E-03
-3.805000E+00	+266.043E-03
-3.800000E+00	+219.812E-03
-3.795000E+00	+989.661E-03
-3.790000E+00	+1.088153E+00
-3.785000E+00	+101.219E-03
-3.780000E+00	+268.053E-03
-3.775000E+00	+231.872E-03
-3.770000E+00	+979.611E-03
-3.765000E+00	+1.080113E+00
-3.760000E+00	+99.209E-03
-3.755000E+00	+282.123E-03
-3.750000E+00	+199.711E-03
-3.745000E+00	+945.440E-03
-3.740000E+00	+1.088153E+00
-3.735000E+00	+97.199E-03
-3.730000E+00	+268.053E-03
-3.725000E+00	+233.882E-03
-3.720000E+00	+967.550E-03
-3.715000E+00	+1.082123E+00
-3.710000E+00	+95.188E-03
-3.705000E+00	+268.053E-03
-3.700000E+00	+243.932E-03
-3.695000E+00	+965.540E-03
-3.690000E+00	+1.076093E+00
-3.685000E+00	+93.178E-03
-3.680000E+00	+268.053E-03
-3.675000E+00	+227.852E-03
-3.670000E+00	+879.108E-03
-3.665000E+00	+1.076093E+00
-3.660000E+00	+91.168E-03
-3.655000E+00	+270.063E-03
-3.650000E+00	+203.731E-03
-3.645000E+00	+963.530E-03
-3.640000E+00	+1.064033E+00
-3.635000E+00	+99.209E-03
-3.630000E+00	+264.033E-03
-3.625000E+00	+193.681E-03
-3.620000E+00	+975.590E-03
-3.615000E+00	+1.074083E+00
-3.610000E+00	+95.188E-03
-3.605000E+00	+268.053E-03
-3.600000E+00	+243.932E-03
-3.595000E+00	+985.641E-03
-3.590000E+00	+1.068053E+00
-3.585000E+00	+101.219E-03
-3.580000E+00	+268.053E-03
-3.575000E+00	+229.862E-03
-3.570000E+00	+927.349E-03
-3.565000E+00	+1.074083E+00
-3.560000E+00	+99.209E-03
-3.555000E+00	+272.073E-03
-3.550000E+00	+195.691E-03
-3.545000E+00	+899.209E-03
-3.540000E+00	+1.088153E+00
-3.535000E+00	+99.209E-03
-3.530000E+00	+272.073E-03
-3.525000E+00	+233.882E-03
-3.520000E+00	+951.470E-03
-3.515000E+00	+1.082123E+00
-3.510000E+00	+99.209E-03
-3.505000E+00	+270.063E-03
-3.500000E+00	+251.972E-03
-3.495000E+00	+983.631E-03
-3.490000E+00	+1.080113E+00
-3.485000E+00	+93.178E-03
-3.480000E+00	+268.053E-03
-3.475000E+00	+239.912E-03
-3.470000E+00	+971.570E-03
-3.465000E+00	+1.080113E+00
-3.460000E+00	+99.209E-03
-3.455000E+00	+268.053E-03
-3.450000E+00	+235.892E-03
-3.445000E+00	+867.048E-03
-3.440000E+00	+1.072073E+00
-3.435000E+00	+97.199E-03
-3.430000E+00	+260.013E-03
-3.425000E+00	+237.902E-03
-3.420000E+00	+887.148E-03
-3.415000E+00	+1.062023E+00
-3.410000E+00	+99.209E-03
-3.405000E+00	+266.043E-03
-3.400000E+00	+260.013E-03
-3.395000E+00	+953.480E-03
-3.390000E+00	+1.084133E+00
-3.385000E+00	+91.168E-03
-3.380000E+00	+268.053E-03
-3.375000E+00	+221.822E-03
-3.370000E+00	+895.188E-03
-3.365000E+00	+1.072073E+00
-3.360000E+00	+99.209E-03
-3.355000E+00	+260.013E-03
-3.350000E+00	+207.751E-03
-3.345000E+00	+949.460E-03
-3.340000E+00	+1.080113E+00
-3.335000E+00	+93.178E-03
-3.330000E+00	+268.053E-03
-3.325000E+00	+237.902E-03
-3.320000E+00	+879.108E-03
-3.315000E+00	+1.076093E+00
-3.310000E+00	+103.229E-03
-3.305000E+00	+268.053E-03
-3.300000E+00	+251.972E-03
-3.295000E+00	+959.510E-03
-3.290000E+00	+1.076093E+00
-3.285000E+00	+95.188E-03
-3.280000E+00	+276.093E-03
-3.275000E+00	+191.671E-03
-3.270000E+00	+915.289E-03
-3.265000E+00	+1.078103E+00
-3.260000E+00	+99.209E-03
-3.255000E+00	+268.053E-03
-3.250000E+00	+203.731E-03
-3.245000E+00	+953.480E-03
-3.240000E+00	+1.096193E+00
-3.235000E+00	+97.199E-03
-3.230000E+00	+260.013E-03
-3.225000E+00	+225.842E-03
-3.220000E+00	+1.023832E+00
-3.215000E+00	+1.076093E+00
-3.210000E+00	+99.209E-03
-3.205000E+00	+264.033E-03
-3.200000E+00	+219.812E-03
