in s,C1 in V
-8.3162280E+00,6.35254E-01
-8.3160540E+00,6.25488E-01
-8.3158800E+00,6.35254E-01
-8.3157060E+00,6.40137E-01
-8.3155320E+00,6.20605E-01
-8.3153580E+00,6.40137E-01
-8.3151840E+00,6.20605E-01
-8.3150100E+00,6.10840E-01
-8.3148360E+00,6.15723E-01
-8.3146620E+00,6.10840E-01
-8.3144880E+00,6.10840E-01
-8.3143140E+00,6.25488E-01
-8.3141400E+00,6.25488E-01
-8.3139660E+00,8.54980E-01
-8.3137920E+00,9.52637E-01
-8.3136180E+00,9.52637E-01
-8.3134440E+00,9.72168E-01
-8.3132700E+00,9.77051E-01
-8.3130960E+00,7.62207E-01
-8.3129220E+00,6.84082E-01
-8.3127480E+00,6.79199E-01
-8.3125740E+00,6.59668E-01
-8.3124000E+00,6.54785E-01
-8.3122260E+00,6.49902E-01
-8.3120520E+00,6.59668E-01
-8.3118780E+00,6.25488E-01
-8.3117040E+00,6.20605E-01
-8.3115300E+00,6.20605E-01
-8.3113560E+00,6.10840E-01
-8.3111820E+00,6.20605E-01
-8.3110080E+00,6.20605E-01
-8.3108340E+00,6.01074E-01
-8.3106600E+00,6.20605E-01
-8.3104860E+00,6.35254E-01
-8.3103120E+00,8.11035E-01
-8.3101380E+00,9.42871E-01
-8.3099640E+00,9.47754E-01
-8.3097900E+00,9.62402E-01
-8.3096160E+00,9.67285E-01
-8.3094420E+00,7.91504E-01
-8.3092680E+00,6.88965E-01
-8.3090940E+00,6.64551E-01
-8.3089200E+00,6.64551E-01
-8.3087460E+00,6.74316E-01
-8.3085720E+00,6.69434E-01
-8.3083980E+00,6.74316E-01
-8.3082240E+00,6.40137E-01
-8.3080500E+00,6.35254E-01
-8.3078760E+00,6.20605E-01
-8.3077020E+00,6.25488E-01
-8.3075280E+00,6.20605E-01
-8.3073540E+00,6.25488E-01
-8.3071800E+00,6.30371E-01
-8.3070060E+00,6.35254E-01
-8.3068320E+00,6.30371E-01
-8.3066580E+00,6.20605E-01
-8.3064840E+00,6.35254E-01
-8.3063100E+00,6.30371E-01
-8.3061360E+00,6.35254E-01
-8.3059620E+00,6.25488E-01
-8.3057880E+00,6.49902E-01
-8.3056140E+00,8.59863E-01
-8.3054400E+00,9.42871E-01
-8.3052660E+00,9.62402E-01
-8.3050920E+00,9.57520E-01
-8.3049180E+00,9.67285E-01
-8.3047440E+00,7.62207E-01
-8.3045700E+00,6.79199E-01
-8.3043960E+00,6.79199E-01
-8.3042220E+00,6.84082E-01
-8.3040480E+00,6.69434E-01
-8.3038740E+00,6.59668E-01
-8.3037000E+00,6.54785E-01
-8.3035260E+00,6.30371E-01
-8.3033520E+00,6.40137E-01
-8.3031780E+00,6.25488E-01
-8.3030040E+00,6.35254E-01
-8.3028300E+00,6.20605E-01
-8.3026560E+00,6.35254E-01
-8.3024820E+00,6.30371E-01
-8.3023080E+00,6.25488E-01
-8.3021340E+00,6.40137E-01
-8.3019600E+00,8.30566E-01
-8.3017860E+00,9.23340E-01
-8.3016120E+00,9.23340E-01
-8.3014380E+00,9.42871E-01
-8.3012640E+00,9.72168E-01
-8.3010900E+00,7.47559E-01
-8.3009160E+00,6.88965E-01
-8.3007420E+00,6.54785E-01
-8.3005680E+00,6.54785E-01
-8.3003940E+00,6.59668E-01
-8.3002200E+00,6.64551E-01
-8.3000460E+00,6.54785E-01
-8.2998720E+00,6.30371E-01
-8.2996980E+00,6.30371E-01
-8.2995240E+00,6.30371E-01
-8.2993500E+00,6.20605E-01
-8.2991760E+00,6.20605E-01
-8.2990020E+00,6.10840E-01
-8.2988280E+00,6.20605E-01
-8.2986540E+00,6.20605E-01
-8.2984800E+00,6.20605E-01
-8.2983060E+00,6.54785E-01
-8.2981320E+00,6.20605E-01
-8.2979580E+00,6.20605E-01
-8.2977840E+00,6.40137E-01
-8.2976100E+00,6.20605E-01
-8.2974360E+00,6.84082E-01
-8.2972620E+00,8.79395E-01
-8.2970880E+00,9.52637E-01
-8.2969140E+00,9.67285E-01
-8.2967400E+00,9.86816E-01
-8.2965660E+00,9.62402E-01
-8.2963920E+00,7.42676E-01
-8.2962180E+00,6.93848E-01
-8.2960440E+00,6.69434E-01
-8.2958700E+00,6.74316E-01
-8.2956960E+00,6.74316E-01
-8.2955220E+00,6.88965E-01
-8.2953480E+00,6.64551E-01
-8.2951740E+00,6.40137E-01
-8.2950000E+00,6.30371E-01
-8.2948260E+00,6.54785E-01
-8.2946520E+00,6.40137E-01
-8.2944780E+00,6.20605E-01
-8.2943040E+00,6.40137E-01
-8.2941300E+00,6.30371E-01
-8.2939560E+00,6.40137E-01
-8.2937820E+00,6.35254E-01
-8.2936080E+00,8.59863E-01
-8.2934340E+00,9.37988E-01
-8.2932600E+00,9.52637E-01
-8.2930860E+00,9.72168E-01
-8.2929120E+00,9.57520E-01
-8.2927380E+00,7.47559E-01
-8.2925640E+00,6.93848E-01
-8.2923900E+00,6.84082E-01
-8.2922160E+00,6.64551E-01
-8.2920420E+00,6.59668E-01
-8.2918680E+00,6.64551E-01
-8.2916940E+00,6.49902E-01
-8.2915200E+00,6.30371E-01
-8.2913460E+00,6.25488E-01
-8.2911720E+00,6.05957E-01
-8.2909980E+00,6.10840E-01
-8.2908240E+00,6.20605E-01
-8.2906500E+00,6.15723E-01
-8.2904760E+00,6.05957E-01
-8.2903020E+00,6.05957E-01
-8.2901280E+00,6.20605E-01
-8.2899540E+00,6.15723E-01
-8.2897800E+00,6.30371E-01
-8.2896060E+00,6.01074E-01
-8.2894320E+00,6.05957E-01
-8.2892580E+00,6.15723E-01
-8.2890840E+00,7.13379E-01
-8.2889100E+00,8.64746E-01
-8.2887360E+00,9.42871E-01
-8.2885620E+00,9.62402E-01
-8.2883880E+00,9.62402E-01
-8.2882140E+00,9.08691E-01
-8.2880400E+00,7.32910E-01
-8.2878660E+00,6.84082E-01
-8.2876920E+00,6.93848E-01
-8.2875180E+00,6.49902E-01
-8.2873440E+00,6.79199E-01
-8.2871700E+00,6.79199E-01
-8.2869960E+00,6.69434E-01
-8.2868220E+00,6.74316E-01
-8.2866480E+00,6.40137E-01
-8.2864740E+00,6.25488E-01
-8.2863000E+00,6.40137E-01
-8.2861260E+00,6.54785E-01
-8.2859520E+00,6.30371E-01
-8.2857780E+00,6.40137E-01
-8.2856040E+00,6.45020E-01
-8.2854300E+00,6.59668E-01
-8.2852560E+00,8.94043E-01
-8.2850820E+00,9.47754E-01
-8.2849080E+00,9.42871E-01
-8.2847340E+00,9.77051E-01
-8.2845600E+00,9.72168E-01
-8.2843860E+00,7.47559E-01
-8.2842120E+00,7.08496E-01
-8.2840380E+00,6.74316E-01
-8.2838640E+00,6.74316E-01
-8.2836900E+00,6.59668E-01
-8.2835160E+00,6.79199E-01
-8.2833420E+00,6.54785E-01
-8.2831680E+00,6.35254E-01
-8.2829940E+00,6.30371E-01
-8.2828200E+00,6.30371E-01
-8.2826460E+00,6.20605E-01
-8.2824720E+00,6.15723E-01
-8.2822980E+00,6.20605E-01
-8.2821240E+00,6.30371E-01
-8.2819500E+00,6.10840E-01
-8.2817760E+00,6.20605E-01
-8.2816020E+00,6.20605E-01
-8.2814280E+00,6.10840E-01
-8.2812540E+00,6.20605E-01
-8.2810800E+00,6.20605E-01
-8.2809060E+00,6.20605E-01
-8.2807320E+00,7.28027E-01
-8.2805580E+00,8.74512E-01
-8.2803840E+00,9.28223E-01
-8.2802100E+00,9.28223E-01
-8.2800360E+00,9.37988E-01
-8.2798620E+00,8.54980E-01
-8.2796880E+00,7.18262E-01
-8.2795140E+00,6.69434E-01
-8.2793400E+00,6.79199E-01
-8.2791660E+00,6.64551E-01
-8.2789920E+00,6.79199E-01
-8.2788180E+00,6.64551E-01
-8.2786440E+00,6.59668E-01
-8.2784700E+00,6.25488E-01
-8.2782960E+00,6.15723E-01
-8.2781220E+00,6.35254E-01
-8.2779480E+00,6.25488E-01
-8.2777740E+00,6.20605E-01
-8.2776000E+00,6.25488E-01
-8.2774260E+00,6.30371E-01
-8.2772520E+00,6.20605E-01
-8.2770780E+00,7.13379E-01
-8.2769040E+00,8.98926E-01
-8.2767300E+00,9.47754E-01
-8.2765560E+00,9.52637E-01
-8.2763820E+00,9.62402E-01
-8.2762080E+00,9.13574E-01
-8.2760340E+00,7.32910E-01
-8.2758600E+00,6.98730E-01
-8.2756860E+00,6.79199E-01
-8.2755120E+00,6.79199E-01
-8.2753380E+00,6.59668E-01
-8.2751640E+00,6.84082E-01
-8.2749900E+00,6.35254E-01
-8.2748160E+00,6.49902E-01
-8.2746420E+00,6.15723E-01
-8.2744680E+00,6.40137E-01
-8.2742940E+00,6.20605E-01
-8.2741200E+00,6.20605E-01
-8.2739460E+00,6.25488E-01
-8.2737720E+00,6.35254E-01
-8.2735980E+00,6.20605E-01
-8.2734240E+00,6.20605E-01
-8.2732500E+00,6.25488E-01
-8.2730760E+00,6.10840E-01
-8.2729020E+00,6.30371E-01
-8.2727280E+00,6.10840E-01
-8.2725540E+00,6.10840E-01
-8.2723800E+00,7.62207E-01
-8.2722060E+00,8.94043E-01
-8.2720320E+00,9.52637E-01
-8.2718580E+00,9.47754E-01
-8.2716840E+00,9.57520E-01
-8.2715100E+00,8.11035E-01
-8.2713360E+00,7.03613E-01
-8.2711620E+00,6.79199E-01
-8.2709880E+00,6.59668E-01
-8.2708140E+00,6.49902E-01
-8.2706400E+00,6.54785E-01
-8.2704660E+00,6.54785E-01
-8.2702920E+00,6.35254E-01
-8.2701180E+00,6.30371E-01
-8.2699440E+00,6.20605E-01
-8.2697700E+00,6.20605E-01
-8.2695960E+00,6.30371E-01
-8.2694220E+00,6.30371E-01
-8.2692480E+00,6.20605E-01
-8.2690740E+00,6.30371E-01
-8.2689000E+00,6.49902E-01
-8.2687260E+00,7.28027E-01
-8.2685520E+00,8.94043E-01
-8.2683780E+00,9.62402E-01
-8.2682040E+00,9.52637E-01
-8.2680300E+00,9.62402E-01
-8.2678560E+00,9.03809E-01
-8.2676820E+00,7.28027E-01
-8.2675080E+00,6.93848E-01
-8.2673340E+00,6.79199E-01
-8.2671600E+00,6.84082E-01
-8.2669860E+00,6.74316E-01
-8.2668120E+00,6.69434E-01
-8.2666380E+00,6.59668E-01
-8.2664640E+00,6.35254E-01
-8.2662900E+00,6.30371E-01
-8.2661160E+00,6.30371E-01
-8.2659420E+00,6.25488E-01
-8.2657680E+00,6.20605E-01
-8.2655940E+00,6.10840E-01
-8.2654200E+00,6.40137E-01
-8.2652460E+00,6.40137E-01
-8.2650720E+00,6.20605E-01
-8.2648980E+00,6.30371E-01
-8.2647240E+00,6.25488E-01
-8.2645500E+00,6.40137E-01
-8.2643760E+00,6.20605E-01
-8.2642020E+00,6.40137E-01
-8.2640280E+00,8.11035E-01
-8.2638540E+00,9.33105E-01
-8.2636800E+00,9.57520E-01
-8.2635060E+00,9.62402E-01
-8.2633320E+00,9.67285E-01
-8.2631580E+00,8.30566E-01
-8.2629840E+00,6.93848E-01
-8.2628100E+00,6.59668E-01
-8.2626360E+00,6.59668E-01
-8.2624620E+00,6.74316E-01
-8.2622880E+00,6.59668E-01
-8.2621140E+00,6.54785E-01
-8.2619400E+00,6.45020E-01
-8.2617660E+00,6.40137E-01
-8.2615920E+00,6.20605E-01
-8.2614180E+00,6.25488E-01
-8.2612440E+00,6.35254E-01
-8.2610700E+00,6.20605E-01
-8.2608960E+00,6.20605E-01
-8.2607220E+00,6.30371E-01
-8.2605480E+00,6.10840E-01
-8.2603740E+00,7.52441E-01
-8.2602000E+00,9.23340E-01
-8.2600260E+00,9.57520E-01
-8.2598520E+00,9.52637E-01
-8.2596780E+00,9.42871E-01
-8.2595040E+00,8.84277E-01
-8.2593300E+00,6.93848E-01
-8.2591560E+00,6.79199E-01
-8.2589820E+00,6.64551E-01
-8.2588080E+00,6.64551E-01
-8.2586340E+00,6.79199E-01
-8.2584600E+00,6.69434E-01
-8.2582860E+00,6.40137E-01
-8.2581120E+00,6.35254E-01
-8.2579380E+00,6.20605E-01
-8.2577640E+00,6.20605E-01
-8.2575900E+00,6.20605E-01
-8.2574160E+00,6.20605E-01
-8.2572420E+00,6.25488E-01
-8.2570680E+00,6.30371E-01
-8.2568940E+00,6.35254E-01
-8.2567200E+00,6.25488E-01
-8.2565460E+00,6.20605E-01
-8.2563720E+00,6.35254E-01
-8.2561980E+00,6.35254E-01
-8.2560240E+00,6.30371E-01
-8.2558500E+00,6.25488E-01
-8.2556760E+00,8.15918E-01
-8.2555020E+00,9.28223E-01
-8.2553280E+00,9.57520E-01
-8.2551540E+00,9.72168E-01
-8.2549800E+00,9.67285E-01
-8.2548060E+00,8.01270E-01
-8.2546320E+00,6.88965E-01
-8.2544580E+00,6.84082E-01
-8.2542840E+00,6.69434E-01
-8.2541100E+00,6.49902E-01
-8.2539360E+00,6.79199E-01
-8.2537620E+00,6.59668E-01
-8.2535880E+00,6.54785E-01
-8.2534140E+00,6.20605E-01
-8.2532400E+00,6.30371E-01
-8.2530660E+00,6.40137E-01
-8.2528920E+00,6.35254E-01
-8.2527180E+00,6.30371E-01
-8.2525440E+00,6.35254E-01
-8.2523700E+00,6.30371E-01
-8.2521960E+00,6.35254E-01
-8.2520220E+00,7.62207E-01
-8.2518480E+00,8.94043E-01
-8.2516740E+00,9.33105E-01
-8.2515000E+00,9.47754E-01
-8.2513260E+00,9.47754E-01
-8.2511520E+00,8.11035E-01
-8.2509780E+00,7.03613E-01
-8.2508040E+00,6.69434E-01
-8.2506300E+00,6.64551E-01
-8.2504560E+00,6.59668E-01
-8.2502820E+00,6.59668E-01
-8.2501080E+00,6.49902E-01
-8.2499340E+00,6.20605E-01
-8.2497600E+00,6.10840E-01
-8.2495860E+00,6.10840E-01
-8.2494120E+00,6.20605E-01
-8.2492380E+00,6.15723E-01
-8.2490640E+00,6.25488E-01
-8.2488900E+00,6.15723E-01
-8.2487160E+00,6.15723E-01
-8.2485420E+00,6.25488E-01
-8.2483680E+00,6.20605E-01
-8.2481940E+00,6.25488E-01
-8.2480200E+00,6.25488E-01
-8.2478460E+00,6.05957E-01
-8.2476720E+00,6.20605E-01
-8.2474980E+00,6.20605E-01
-8.2473240E+00,8.35449E-01
-8.2471500E+00,9.37988E-01
-8.2469760E+00,9.57520E-01
-8.2468020E+00,9.67285E-01
-8.2466280E+00,9.86816E-01
-8.2464540E+00,7.81738E-01
-8.2462800E+00,7.08496E-01
-8.2461060E+00,6.98730E-01
-8.2459320E+00,6.88965E-01
-8.2457580E+00,6.79199E-01
-8.2455840E+00,6.84082E-01
-8.2454100E+00,6.69434E-01
-8.2452360E+00,6.45020E-01
-8.2450620E+00,6.45020E-01
-8.2448880E+00,6.49902E-01
-8.2447140E+00,6.40137E-01
-8.2445400E+00,6.35254E-01
-8.2443660E+00,6.40137E-01
-8.2441920E+00,6.40137E-01
-8.2440180E+00,6.40137E-01
-8.2438440E+00,6.54785E-01
-8.2436700E+00,8.06152E-01
-8.2434960E+00,9.18457E-01
-8.2433220E+00,9.37988E-01
-8.2431480E+00,9.72168E-01
-8.2429740E+00,9.62402E-01
-8.2428000E+00,8.15918E-01
-8.2426260E+00,7.03613E-01
-8.2424520E+00,6.98730E-01
-8.2422780E+00,6.64551E-01
-8.2421040E+00,6.59668E-01
-8.2419300E+00,6.49902E-01
-8.2417560E+00,6.45020E-01
-8.2415820E+00,6.40137E-01
-8.2414080E+00,6.49902E-01
-8.2412340E+00,6.05957E-01
-8.2410600E+00,6.30371E-01
-8.2408860E+00,6.20605E-01
-8.2407120E+00,6.30371E-01
-8.2405380E+00,6.15723E-01
-8.2403640E+00,6.20605E-01
-8.2401900E+00,6.10840E-01
-8.2400160E+00,6.25488E-01
-8.2398420E+00,6.20605E-01
-8.2396680E+00,6.25488E-01
-8.2394940E+00,6.15723E-01
-8.2393200E+00,6.20605E-01
-8.2391460E+00,6.40137E-01
-8.2389720E+00,8.69629E-01
-8.2387980E+00,9.47754E-01
-8.2386240E+00,9.62402E-01
-8.2384500E+00,9.52637E-01
-8.2382760E+00,9.72168E-01
-8.2381020E+00,7.67090E-01
-8.2379280E+00,6.93848E-01
-8.2377540E+00,6.59668E-01
-8.2375800E+00,6.79199E-01
-8.2374060E+00,6.45020E-01
-8.2372320E+00,6.88965E-01
-8.2370580E+00,6.79199E-01
-8.2368840E+00,6.54785E-01
-8.2367100E+00,6.40137E-01
-8.2365360E+00,6.40137E-01
-8.2363620E+00,6.40137E-01
-8.2361880E+00,6.45020E-01
-8.2360140E+00,6.35254E-01
-8.2358400E+00,6.40137E-01
-8.2356660E+00,6.45020E-01
-8.2354920E+00,6.40137E-01
-8.2353180E+00,8.25684E-01
-8.2351440E+00,9.33105E-01
-8.2349700E+00,9.77051E-01
-8.2347960E+00,9.57520E-01
-8.2346220E+00,9.67285E-01
-8.2344480E+00,7.81738E-01
-8.2342740E+00,7.03613E-01
-8.2341000E+00,6.84082E-01
-8.2339260E+00,6.69434E-01
-8.2337520E+00,6.69434E-01
-8.2335780E+00,6.74316E-01
-8.2334040E+00,6.69434E-01
-8.2332300E+00,6.25488E-01
-8.2330560E+00,6.20605E-01
-8.2328820E+00,6.20605E-01
-8.2327080E+00,6.15723E-01
-8.2325340E+00,6.20605E-01
-8.2323600E+00,6.10840E-01
-8.2321860E+00,6.30371E-01
-8.2320120E+00,6.25488E-01
-8.2318380E+00,5.96191E-01
-8.2316640E+00,6.20605E-01
-8.2314900E+00,6.01074E-01
-8.2313160E+00,6.01074E-01
-8.2311420E+00,6.15723E-01
-8.2309680E+00,6.01074E-01
-8.2307940E+00,6.25488E-01
-8.2306200E+00,8.54980E-01
-8.2304460E+00,9.08691E-01
-8.2302720E+00,9.47754E-01
-8.2300980E+00,9.52637E-01
-8.2299240E+00,9.47754E-01
-8.2297500E+00,7.52441E-01
-8.2295760E+00,6.93848E-01
-8.2294020E+00,6.64551E-01
-8.2292280E+00,6.69434E-01
-8.2290540E+00,6.59668E-01
-8.2288800E+00,6.93848E-01
-8.2287060E+00,6.59668E-01
-8.2285320E+00,6.35254E-01
-8.2283580E+00,6.20605E-01
-8.2281840E+00,6.20605E-01
-8.2280100E+00,6.35254E-01
-8.2278360E+00,6.35254E-01
-8.2276620E+00,6.30371E-01
-8.2274880E+00,6.49902E-01
-8.2273140E+00,6.30371E-01
-8.2271400E+00,6.45020E-01
-8.2269660E+00,8.35449E-01
-8.2267920E+00,9.28223E-01
-8.2266180E+00,9.62402E-01
-8.2264440E+00,9.81934E-01
-8.2262700E+00,9.77051E-01
-8.2260960E+00,7.71973E-01
-8.2259220E+00,6.93848E-01
-8.2257480E+00,6.93848E-01
-8.2255740E+00,6.64551E-01
-8.2254000E+00,6.88965E-01
-8.2252260E+00,6.74316E-01
-8.2250520E+00,6.84082E-01
-8.2248780E+00,6.49902E-01
-8.2247040E+00,6.49902E-01
-8.2245300E+00,6.45020E-01
-8.2243560E+00,6.20605E-01
-8.2241820E+00,6.25488E-01
-8.2240080E+00,6.20605E-01
-8.2238340E+00,6.15723E-01
-8.2236600E+00,6.20605E-01
-8.2234860E+00,6.20605E-01
-8.2233120E+00,6.35254E-01
-8.2231380E+00,6.15723E-01
-8.2229640E+00,6.40137E-01
-8.2227900E+00,6.15723E-01
-8.2226160E+00,6.05957E-01
-8.2224420E+00,6.54785E-01
-8.2222680E+00,8.59863E-01
-8.2220940E+00,9.08691E-01
-8.2219200E+00,9.57520E-01
-8.2217460E+00,9.47754E-01
-8.2215720E+00,9.42871E-01
-8.2213980E+00,7.23145E-01
-8.2212240E+00,6.79199E-01
-8.2210500E+00,6.64551E-01
-8.2208760E+00,6.64551E-01
-8.2207020E+00,6.69434E-01
-8.2205280E+00,6.64551E-01
-8.2203540E+00,6.40137E-01
-8.2201800E+00,6.20605E-01
-8.2200060E+00,6.05957E-01
-8.2198320E+00,6.20605E-01
-8.2196580E+00,6.15723E-01
-8.2194840E+00,6.35254E-01
-8.2193100E+00,6.25488E-01
-8.2191360E+00,6.30371E-01
-8.2189620E+00,6.25488E-01
-8.2187880E+00,6.35254E-01
-8.2186140E+00,8.50098E-01
-8.2184400E+00,9.33105E-01
-8.2182660E+00,9.62402E-01
-8.2180920E+00,9.62402E-01
-8.2179180E+00,9.62402E-01
-8.2177440E+00,7.62207E-01
-8.2175700E+00,7.08496E-01
-8.2173960E+00,6.79199E-01
-8.2172220E+00,6.54785E-01
-8.2170480E+00,6.98730E-01
-8.2168740E+00,6.74316E-01
-8.2167000E+00,6.64551E-01
-8.2165260E+00,6.40137E-01
-8.2163520E+00,6.35254E-01
-8.2161780E+00,6.25488E-01
-8.2160040E+00,6.40137E-01
-8.2158300E+00,6.30371E-01
-8.2156560E+00,6.35254E-01
-8.2154820E+00,6.35254E-01
-8.2153080E+00,6.20605E-01
-8.2151340E+00,6.15723E-01
-8.2149600E+00,6.35254E-01
-8.2147860E+00,6.15723E-01
-8.2146120E+00,6.45020E-01
-8.2144380E+00,6.25488E-01
-8.2142640E+00,6.20605E-01
-8.2140900E+00,6.88965E-01
-8.2139160E+00,9.03809E-01
-8.2137420E+00,9.37988E-01
-8.2135680E+00,9.62402E-01
-8.2133940E+00,9.57520E-01
-8.2132200E+00,9.23340E-01
-8.2130460E+00,7.23145E-01
-8.2128720E+00,6.98730E-01
-8.2126980E+00,6.54785E-01
-8.2125240E+00,6.64551E-01
-8.2123500E+00,6.74316E-01
-8.2121760E+00,6.59668E-01
-8.2120020E+00,6.45020E-01
-8.2118280E+00,6.25488E-01
-8.2116540E+00,6.25488E-01
-8.2114800E+00,6.35254E-01
-8.2113060E+00,6.35254E-01
-8.2111320E+00,6.30371E-01
-8.2109580E+00,6.30371E-01
-8.2107840E+00,6.15723E-01
-8.2106100E+00,6.10840E-01
-8.2104360E+00,6.35254E-01
-8.2102620E+00,8.69629E-01
-8.2100880E+00,9.37988E-01
-8.2099140E+00,9.52637E-01
-8.2097400E+00,9.62402E-01
-8.2095660E+00,9.57520E-01
-8.2093920E+00,7.47559E-01
-8.2092180E+00,6.84082E-01
-8.2090440E+00,6.84082E-01
-8.2088700E+00,6.88965E-01
-8.2086960E+00,6.74316E-01
-8.2085220E+00,6.59668E-01
-8.2083480E+00,6.59668E-01
-8.2081740E+00,6.10840E-01
-8.2080000E+00,6.35254E-01
-8.2078260E+00,6.25488E-01
-8.2076520E+00,6.25488E-01
-8.2074780E+00,6.25488E-01
-8.2073040E+00,6.30371E-01
-8.2071300E+00,6.35254E-01
-8.2069560E+00,6.35254E-01
-8.2067820E+00,6.25488E-01
-8.2066080E+00,6.20605E-01
-8.2064340E+00,6.25488E-01
-8.2062600E+00,6.35254E-01
-8.2060860E+00,6.35254E-01
-8.2059120E+00,6.35254E-01
-8.2057380E+00,7.13379E-01
-8.2055640E+00,8.94043E-01
-8.2053900E+00,9.47754E-01
-8.2052160E+00,9.67285E-01
-8.2050420E+00,9.67285E-01
-8.2048680E+00,9.03809E-01
-8.2046940E+00,7.28027E-01
-8.2045200E+00,6.93848E-01
-8.2043460E+00,6.64551E-01
-8.2041720E+00,6.93848E-01
-8.2039980E+00,6.64551E-01
-8.2038240E+00,6.79199E-01
-8.2036500E+00,6.45020E-01
-8.2034760E+00,6.45020E-01
-8.2033020E+00,6.35254E-01
-8.2031280E+00,6.20605E-01
-8.2029540E+00,6.30371E-01
-8.2027800E+00,6.35254E-01
-8.2026060E+00,6.25488E-01
-8.2024320E+00,6.40137E-01
-8.2022580E+00,6.25488E-01
-8.2020840E+00,6.84082E-01
-8.2019100E+00,8.64746E-01
-8.2017360E+00,9.42871E-01
-8.2015620E+00,9.33105E-01
-8.2013880E+00,9.57520E-01
-8.2012140E+00,9.08691E-01
-8.2010400E+00,7.18262E-01
-8.2008660E+00,6.74316E-01
-8.2006920E+00,6.74316E-01
-8.2005180E+00,6.64551E-01
-8.2003440E+00,6.59668E-01
-8.2001700E+00,6.74316E-01
-8.1999960E+00,6.45020E-01
-8.1998220E+00,6.05957E-01
-8.1996480E+00,6.20605E-01
-8.1994740E+00,6.25488E-01
-8.1993000E+00,6.10840E-01
-8.1991260E+00,6.01074E-01
-8.1989520E+00,6.35254E-01
-8.1987780E+00,6.25488E-01
-8.1986040E+00,6.15723E-01
-8.1984300E+00,6.35254E-01
-8.1982560E+00,6.25488E-01
-8.1980820E+00,6.25488E-01
-8.1979080E+00,6.20605E-01
-8.1977340E+00,6.20605E-01
-8.1975600E+00,6.10840E-01
-8.1973860E+00,7.62207E-01
-8.1972120E+00,9.03809E-01
-8.1970380E+00,9.42871E-01
-8.1968640E+00,9.57520E-01
-8.1966900E+00,9.77051E-01
-8.1965160E+00,8.54980E-01
-8.1963420E+00,7.13379E-01
-8.1961680E+00,6.93848E-01
-8.1959940E+00,6.69434E-01
-8.1958200E+00,6.93848E-01
-8.1956460E+00,6.79199E-01
-8.1954720E+00,6.84082E-01
-8.1952980E+00,6.64551E-01
-8.1951240E+00,6.59668E-01
-8.1949500E+00,6.30371E-01
-8.1947760E+00,6.40137E-01
-8.1946020E+00,6.25488E-01
-8.1944280E+00,6.20605E-01
-8.1942540E+00,6.35254E-01
-8.1940800E+00,6.35254E-01
-8.1939060E+00,6.30371E-01
-8.1937320E+00,7.13379E-01
-8.1935580E+00,8.94043E-01
-8.1933840E+00,9.57520E-01
-8.1932100E+00,9.67285E-01
-8.1930360E+00,9.62402E-01
-8.1928620E+00,9.13574E-01
-8.1926880E+00,7.08496E-01
-8.1925140E+00,6.79199E-01
-8.1923400E+00,6.59668E-01
-8.1921660E+00,6.59668E-01
-8.1919920E+00,6.69434E-01
-8.1918180E+00,6.64551E-01
-8.1916440E+00,6.49902E-01
-8.1914700E+00,6.30371E-01
-8.1912960E+00,6.20605E-01
-8.1911220E+00,6.15723E-01
-8.1909480E+00,6.25488E-01
-8.1907740E+00,6.20605E-01
-8.1906000E+00,6.20605E-01
-8.1904260E+00,6.25488E-01
-8.1902520E+00,6.01074E-01
-8.1900780E+00,6.10840E-01
-8.1899040E+00,6.20605E-01
-8.1897300E+00,6.10840E-01
-8.1895560E+00,6.15723E-01
-8.1893820E+00,6.10840E-01
-8.1892080E+00,6.20605E-01
-8.1890340E+00,8.01270E-01
-8.1888600E+00,9.28223E-01
-8.1886860E+00,9.57520E-01
-8.1885120E+00,9.62402E-01
-8.1883380E+00,9.77051E-01
-8.1881640E+00,8.50098E-01
-8.1879900E+00,7.08496E-01
-8.1878160E+00,6.84082E-01
-8.1876420E+00,6.79199E-01
-8.1874680E+00,6.88965E-01
-8.1872940E+00,6.64551E-01
-8.1871200E+00,6.79199E-01
-8.1869460E+00,6.45020E-01
-8.1867720E+00,6.54785E-01
-8.1865980E+00,6.54785E-01
-8.1864240E+00,6.30371E-01
-8.1862500E+00,6.40137E-01
-8.1860760E+00,6.59668E-01
-8.1859020E+00,6.20605E-01
-8.1857280E+00,6.49902E-01
-8.1855540E+00,6.40137E-01
-8.1853800E+00,7.67090E-01
-8.1852060E+00,9.23340E-01
-8.1850320E+00,9.67285E-01
-8.1848580E+00,9.81934E-01
-8.1846840E+00,9.62402E-01
-8.1845100E+00,8.79395E-01
-8.1843360E+00,7.18262E-01
-8.1841620E+00,6.84082E-01
-8.1839880E+00,6.79199E-01
-8.1838140E+00,6.64551E-01
-8.1836400E+00,6.69434E-01
-8.1834660E+00,6.64551E-01
-8.1832920E+00,6.35254E-01
-8.1831180E+00,6.25488E-01
-8.1829440E+00,6.05957E-01
-8.1827700E+00,6.25488E-01
-8.1825960E+00,6.05957E-01
-8.1824220E+00,6.25488E-01
-8.1822480E+00,6.25488E-01
-8.1820740E+00,6.25488E-01
-8.1819000E+00,6.05957E-01
-8.1817260E+00,6.10840E-01
-8.1815520E+00,5.96191E-01
-8.1813780E+00,6.20605E-01
-8.1812040E+00,6.15723E-01
