in s,C1 in V
-7.5279600E-01,6.25488E-01
-7.5262200E-01,6.54785E-01
-7.5244800E-01,6.35254E-01
-7.5227400E-01,6.40137E-01
-7.5210000E-01,6.30371E-01
-7.5192600E-01,7.96387E-01
-7.5175200E-01,9.03809E-01
-7.5157800E-01,9.37988E-01
-7.5140400E-01,9.72168E-01
-7.5123000E-01,9.72168E-01
-7.5105600E-01,8.20801E-01
-7.5088200E-01,6.98730E-01
-7.5070800E-01,6.93848E-01
-7.5053400E-01,6.84082E-01
-7.5036000E-01,6.69434E-01
-7.5018600E-01,6.69434E-01
-7.5001200E-01,6.88965E-01
-7.4983800E-01,6.35254E-01
-7.4966400E-01,6.25488E-01
-7.4949000E-01,6.35254E-01
-7.4931600E-01,6.35254E-01
-7.4914200E-01,6.25488E-01
-7.4896800E-01,6.40137E-01
-7.4879400E-01,6.20605E-01
-7.4862000E-01,6.35254E-01
-7.4844600E-01,6.25488E-01
-7.4827200E-01,6.20605E-01
-7.4809800E-01,6.40137E-01
-7.4792400E-01,6.35254E-01
-7.4775000E-01,6.30371E-01
-7.4757600E-01,6.45020E-01
-7.4740200E-01,6.40137E-01
-7.4722800E-01,8.25684E-01
-7.4705400E-01,9.28223E-01
-7.4688000E-01,9.42871E-01
-7.4670600E-01,9.42871E-01
-7.4653200E-01,9.47754E-01
-7.4635800E-01,7.67090E-01
-7.4618400E-01,7.03613E-01
-7.4601000E-01,6.74316E-01
-7.4583600E-01,6.59668E-01
-7.4566200E-01,6.59668E-01
-7.4548800E-01,6.64551E-01
-7.4531400E-01,6.54785E-01
-7.4514000E-01,6.35254E-01
-7.4496600E-01,6.40137E-01
-7.4479200E-01,6.20605E-01
-7.4461800E-01,6.35254E-01
-7.4444400E-01,6.20605E-01
-7.4427000E-01,6.01074E-01
-7.4409600E-01,6.30371E-01
-7.4392200E-01,6.40137E-01
-7.4374800E-01,6.35254E-01
-7.4357400E-01,7.91504E-01
-7.4340000E-01,9.08691E-01
-7.4322600E-01,9.52637E-01
-7.4305200E-01,9.52637E-01
-7.4287800E-01,9.57520E-01
-7.4270400E-01,8.01270E-01
-7.4253000E-01,6.88965E-01
-7.4235600E-01,6.88965E-01
-7.4218200E-01,6.64551E-01
-7.4200800E-01,6.69434E-01
-7.4183400E-01,6.69434E-01
-7.4166000E-01,6.74316E-01
-7.4148600E-01,6.45020E-01
-7.4131200E-01,6.30371E-01
-7.4113800E-01,6.35254E-01
-7.4096400E-01,6.05957E-01
-7.4079000E-01,6.20605E-01
-7.4061600E-01,6.35254E-01
-7.4044200E-01,6.20605E-01
-7.4026800E-01,6.45020E-01
-7.4009400E-01,6.25488E-01
-7.3992000E-01,6.30371E-01
-7.3974600E-01,6.35254E-01
-7.3957200E-01,6.30371E-01
-7.3939800E-01,6.35254E-01
-7.3922400E-01,6.35254E-01
-7.3905000E-01,6.54785E-01
-7.3887600E-01,8.69629E-01
-7.3870200E-01,9.42871E-01
-7.3852800E-01,9.57520E-01
-7.3835400E-01,9.62402E-01
-7.3818000E-01,9.62402E-01
-7.3800600E-01,7.62207E-01
-7.3783200E-01,7.08496E-01
-7.3765800E-01,6.84082E-01
-7.3748400E-01,6.84082E-01
-7.3731000E-01,6.74316E-01
-7.3713600E-01,6.74316E-01
-7.3696200E-01,6.64551E-01
-7.3678800E-01,6.45020E-01
-7.3661400E-01,6.25488E-01
-7.3644000E-01,6.35254E-01
-7.3626600E-01,6.35254E-01
-7.3609200E-01,6.30371E-01
-7.3591800E-01,6.25488E-01
-7.3574400E-01,6.15723E-01
-7.3557000E-01,6.10840E-01
-7.3539600E-01,6.15723E-01
-7.3522200E-01,8.35449E-01
-7.3504800E-01,9.33105E-01
-7.3487400E-01,9.57520E-01
-7.3470000E-01,9.81934E-01
-7.3452600E-01,9.62402E-01
-7.3435200E-01,7.67090E-01
-7.3417800E-01,6.79199E-01
-7.3400400E-01,6.74316E-01
-7.3383000E-01,6.74316E-01
-7.3365600E-01,6.69434E-01
-7.3348200E-01,6.45020E-01
-7.3330800E-01,6.40137E-01
-7.3313400E-01,6.40137E-01
-7.3296000E-01,6.05957E-01
-7.3278600E-01,6.10840E-01
-7.3261200E-01,6.20605E-01
-7.3243800E-01,6.15723E-01
-7.3226400E-01,6.20605E-01
-7.3209000E-01,6.15723E-01
-7.3191600E-01,6.05957E-01
-7.3174200E-01,6.20605E-01
-7.3156800E-01,6.20605E-01
-7.3139400E-01,6.25488E-01
-7.3122000E-01,6.30371E-01
-7.3104600E-01,6.35254E-01
-7.3087200E-01,6.45020E-01
-7.3069800E-01,6.45020E-01
-7.3052400E-01,8.89160E-01
-7.3035000E-01,9.57520E-01
-7.3017600E-01,9.81934E-01
-7.3000200E-01,9.81934E-01
-7.2982800E-01,9.67285E-01
-7.2965400E-01,7.47559E-01
-7.2948000E-01,6.88965E-01
-7.2930600E-01,6.59668E-01
-7.2913200E-01,6.98730E-01
-7.2895800E-01,6.69434E-01
-7.2878400E-01,6.84082E-01
-7.2861000E-01,6.49902E-01
-7.2843600E-01,6.40137E-01
-7.2826200E-01,6.30371E-01
-7.2808800E-01,6.40137E-01
-7.2791400E-01,6.54785E-01
-7.2774000E-01,6.40137E-01
-7.2756600E-01,6.25488E-01
-7.2739200E-01,6.40137E-01
-7.2721800E-01,6.54785E-01
-7.2704400E-01,6.49902E-01
-7.2687000E-01,8.45215E-01
-7.2669600E-01,9.42871E-01
-7.2652200E-01,9.23340E-01
-7.2634800E-01,9.42871E-01
-7.2617400E-01,9.47754E-01
-7.2600000E-01,7.62207E-01
-7.2582600E-01,6.74316E-01
-7.2565200E-01,6.64551E-01
-7.2547800E-01,6.59668E-01
-7.2530400E-01,6.74316E-01
-7.2513000E-01,6.59668E-01
-7.2495600E-01,6.59668E-01
-7.2478200E-01,6.20605E-01
-7.2460800E-01,6.35254E-01
-7.2443400E-01,6.20605E-01
-7.2426000E-01,6.05957E-01
-7.2408600E-01,6.05957E-01
-7.2391200E-01,6.20605E-01
-7.2373800E-01,6.20605E-01
-7.2356400E-01,6.25488E-01
-7.2339000E-01,6.10840E-01
-7.2321600E-01,6.25488E-01
-7.2304200E-01,6.20605E-01
-7.2286800E-01,6.15723E-01
-7.2269400E-01,6.20605E-01
-7.2252000E-01,6.15723E-01
-7.2234600E-01,6.74316E-01
-7.2217200E-01,8.74512E-01
-7.2199800E-01,9.13574E-01
-7.2182400E-01,9.28223E-01
-7.2165000E-01,9.47754E-01
-7.2147600E-01,9.42871E-01
-7.2130200E-01,7.28027E-01
-7.2112800E-01,6.88965E-01
-7.2095400E-01,6.88965E-01
-7.2078000E-01,7.08496E-01
-7.2060600E-01,6.59668E-01
-7.2043200E-01,6.74316E-01
-7.2025800E-01,6.49902E-01
-7.2008400E-01,6.40137E-01
-7.1991000E-01,6.40137E-01
-7.1973600E-01,6.40137E-01
-7.1956200E-01,6.30371E-01
-7.1938800E-01,6.45020E-01
-7.1921400E-01,6.40137E-01
-7.1904000E-01,6.49902E-01
-7.1886600E-01,6.30371E-01
-7.1869200E-01,6.64551E-01
-7.1851800E-01,8.64746E-01
-7.1834400E-01,9.23340E-01
-7.1817000E-01,9.52637E-01
-7.1799600E-01,9.47754E-01
-7.1782200E-01,9.72168E-01
-7.1764800E-01,7.57324E-01
-7.1747400E-01,6.84082E-01
-7.1730000E-01,7.03613E-01
-7.1712600E-01,6.54785E-01
-7.1695200E-01,6.74316E-01
-7.1677800E-01,6.64551E-01
-7.1660400E-01,6.59668E-01
-7.1643000E-01,6.45020E-01
-7.1625600E-01,6.20605E-01
-7.1608200E-01,6.20605E-01
-7.1590800E-01,6.15723E-01
-7.1573400E-01,6.15723E-01
-7.1556000E-01,6.25488E-01
-7.1538600E-01,6.25488E-01
-7.1521200E-01,6.05957E-01
-7.1503800E-01,6.20605E-01
-7.1486400E-01,6.10840E-01
-7.1469000E-01,6.10840E-01
-7.1451600E-01,6.20605E-01
-7.1434200E-01,6.10840E-01
-7.1416800E-01,6.20605E-01
-7.1399400E-01,6.93848E-01
-7.1382000E-01,8.74512E-01
-7.1364600E-01,9.28223E-01
-7.1347200E-01,9.28223E-01
-7.1329800E-01,9.52637E-01
-7.1312400E-01,9.08691E-01
-7.1295000E-01,7.23145E-01
-7.1277600E-01,6.88965E-01
-7.1260200E-01,6.59668E-01
-7.1242800E-01,6.64551E-01
-7.1225400E-01,6.64551E-01
-7.1208000E-01,6.69434E-01
-7.1190600E-01,6.54785E-01
-7.1173200E-01,6.25488E-01
-7.1155800E-01,6.30371E-01
-7.1138400E-01,6.35254E-01
-7.1121000E-01,6.30371E-01
-7.1103600E-01,6.30371E-01
-7.1086200E-01,6.40137E-01
-7.1068800E-01,6.45020E-01
-7.1051400E-01,6.25488E-01
-7.1034000E-01,6.74316E-01
-7.1016600E-01,8.79395E-01
-7.0999200E-01,9.42871E-01
-7.0981800E-01,9.77051E-01
-7.0964400E-01,9.62402E-01
-7.0947000E-01,9.81934E-01
-7.0929600E-01,7.37793E-01
-7.0912200E-01,6.84082E-01
-7.0894800E-01,6.88965E-01
-7.0877400E-01,6.84082E-01
-7.0860000E-01,6.64551E-01
-7.0842600E-01,6.88965E-01
-7.0825200E-01,6.59668E-01
-7.0807800E-01,6.25488E-01
-7.0790400E-01,6.49902E-01
-7.0773000E-01,6.20605E-01
-7.0755600E-01,6.20605E-01
-7.0738200E-01,6.10840E-01
-7.0720800E-01,6.25488E-01
-7.0703400E-01,6.25488E-01
-7.0686000E-01,6.15723E-01
-7.0668600E-01,6.10840E-01
-7.0651200E-01,6.25488E-01
-7.0633800E-01,6.35254E-01
-7.0616400E-01,6.10840E-01
-7.0599000E-01,6.35254E-01
-7.0581600E-01,6.40137E-01
-7.0564200E-01,7.47559E-01
-7.0546800E-01,8.98926E-01
-7.0529400E-01,9.52637E-01
-7.0512000E-01,9.52637E-01
-7.0494600E-01,9.62402E-01
-7.0477200E-01,8.54980E-01
-7.0459800E-01,7.13379E-01
-7.0442400E-01,6.79199E-01
-7.0425000E-01,6.69434E-01
-7.0407600E-01,6.59668E-01
-7.0390200E-01,6.54785E-01
-7.0372800E-01,6.59668E-01
-7.0355400E-01,6.59668E-01
-7.0338000E-01,6.20605E-01
-7.0320600E-01,6.30371E-01
-7.0303200E-01,6.35254E-01
-7.0285800E-01,6.15723E-01
-7.0268400E-01,6.35254E-01
-7.0251000E-01,6.40137E-01
-7.0233600E-01,6.40137E-01
-7.0216200E-01,6.40137E-01
-7.0198800E-01,6.93848E-01
-7.0181400E-01,8.94043E-01
-7.0164000E-01,9.42871E-01
-7.0146600E-01,9.62402E-01
-7.0129200E-01,9.67285E-01
-7.0111800E-01,9.33105E-01
-7.0094400E-01,7.32910E-01
-7.0077000E-01,7.03613E-01
-7.0059600E-01,6.93848E-01
-7.0042200E-01,6.84082E-01
-7.0024800E-01,6.79199E-01
-7.0007400E-01,6.74316E-01
-6.9990000E-01,6.59668E-01
-6.9972600E-01,6.40137E-01
-6.9955200E-01,6.35254E-01
-6.9937800E-01,6.40137E-01
-6.9920400E-01,6.20605E-01
-6.9903000E-01,6.25488E-01
-6.9885600E-01,6.25488E-01
-6.9868200E-01,6.40137E-01
-6.9850800E-01,6.30371E-01
-6.9833400E-01,6.15723E-01
-6.9816000E-01,6.25488E-01
-6.9798600E-01,6.35254E-01
-6.9781200E-01,6.25488E-01
-6.9763800E-01,6.20605E-01
-6.9746400E-01,6.30371E-01
-6.9729000E-01,7.67090E-01
-6.9711600E-01,9.13574E-01
-6.9694200E-01,9.42871E-01
-6.9676800E-01,9.47754E-01
-6.9659400E-01,9.57520E-01
-6.9642000E-01,8.25684E-01
-6.9624600E-01,7.08496E-01
-6.9607200E-01,6.79199E-01
-6.9589800E-01,6.45020E-01
-6.9572400E-01,6.64551E-01
-6.9555000E-01,6.59668E-01
-6.9537600E-01,6.59668E-01
-6.9520200E-01,6.45020E-01
-6.9502800E-01,6.35254E-01
-6.9485400E-01,6.30371E-01
-6.9468000E-01,6.15723E-01
-6.9450600E-01,6.05957E-01
-6.9433200E-01,6.25488E-01
-6.9415800E-01,5.96191E-01
-6.9398400E-01,6.05957E-01
-6.9381000E-01,6.20605E-01
-6.9363600E-01,7.37793E-01
-6.9346200E-01,8.89160E-01
-6.9328800E-01,9.52637E-01
-6.9311400E-01,9.47754E-01
-6.9294000E-01,9.47754E-01
-6.9276600E-01,8.64746E-01
-6.9259200E-01,7.03613E-01
-6.9241800E-01,6.74316E-01
-6.9224400E-01,6.84082E-01
-6.9207000E-01,6.74316E-01
-6.9189600E-01,6.93848E-01
-6.9172200E-01,6.64551E-01
-6.9154800E-01,6.45020E-01
-6.9137400E-01,6.20605E-01
-6.9120000E-01,6.20605E-01
-6.9102600E-01,6.30371E-01
-6.9085200E-01,6.35254E-01
-6.9067800E-01,6.40137E-01
-6.9050400E-01,6.30371E-01
-6.9033000E-01,6.25488E-01
-6.9015600E-01,6.35254E-01
-6.8998200E-01,6.25488E-01
-6.8980800E-01,6.45020E-01
-6.8963400E-01,6.20605E-01
-6.8946000E-01,6.20605E-01
-6.8928600E-01,6.25488E-01
-6.8911200E-01,6.30371E-01
-6.8893800E-01,8.06152E-01
-6.8876400E-01,9.18457E-01
-6.8859000E-01,9.52637E-01
-6.8841600E-01,9.62402E-01
-6.8824200E-01,9.77051E-01
-6.8806800E-01,8.20801E-01
-6.8789400E-01,6.98730E-01
-6.8772000E-01,6.93848E-01
-6.8754600E-01,6.64551E-01
-6.8737200E-01,7.03613E-01
-6.8719800E-01,6.64551E-01
-6.8702400E-01,6.64551E-01
-6.8685000E-01,6.40137E-01
-6.8667600E-01,6.45020E-01
-6.8650200E-01,6.25488E-01
-6.8632800E-01,6.25488E-01
-6.8615400E-01,6.25488E-01
-6.8598000E-01,6.40137E-01
-6.8580600E-01,6.30371E-01
-6.8563200E-01,6.20605E-01
-6.8545800E-01,6.20605E-01
-6.8528400E-01,7.67090E-01
-6.8511000E-01,9.03809E-01
-6.8493600E-01,9.42871E-01
-6.8476200E-01,9.57520E-01
-6.8458800E-01,9.77051E-01
-6.8441400E-01,8.40332E-01
-6.8424000E-01,6.98730E-01
-6.8406600E-01,6.88965E-01
-6.8389200E-01,6.64551E-01
-6.8371800E-01,6.84082E-01
-6.8354400E-01,6.69434E-01
-6.8337000E-01,6.54785E-01
-6.8319600E-01,6.35254E-01
-6.8302200E-01,6.20605E-01
-6.8284800E-01,6.25488E-01
-6.8267400E-01,6.01074E-01
-6.8250000E-01,6.20605E-01
-6.8232600E-01,6.40137E-01
-6.8215200E-01,6.25488E-01
-6.8197800E-01,6.20605E-01
-6.8180400E-01,6.25488E-01
-6.8163000E-01,6.35254E-01
-6.8145600E-01,6.30371E-01
-6.8128200E-01,6.15723E-01
-6.8110800E-01,6.30371E-01
-6.8093400E-01,6.35254E-01
-6.8076000E-01,6.49902E-01
-6.8058600E-01,8.25684E-01
-6.8041200E-01,9.37988E-01
-6.8023800E-01,9.67285E-01
-6.8006400E-01,9.96582E-01
-6.7989000E-01,9.91699E-01
-6.7971600E-01,8.06152E-01
-6.7954200E-01,6.88965E-01
-6.7936800E-01,7.08496E-01
-6.7919400E-01,6.84082E-01
-6.7902000E-01,6.79199E-01
-6.7884600E-01,6.74316E-01
-6.7867200E-01,6.74316E-01
-6.7849800E-01,6.45020E-01
-6.7832400E-01,6.35254E-01
-6.7815000E-01,6.30371E-01
-6.7797600E-01,6.49902E-01
-6.7780200E-01,6.20605E-01
-6.7762800E-01,6.35254E-01
-6.7745400E-01,6.40137E-01
-6.7728000E-01,6.35254E-01
-6.7710600E-01,6.30371E-01
-6.7693200E-01,7.96387E-01
-6.7675800E-01,9.33105E-01
-6.7658400E-01,9.42871E-01
-6.7641000E-01,9.77051E-01
-6.7623600E-01,9.52637E-01
-6.7606200E-01,8.35449E-01
-6.7588800E-01,7.03613E-01
-6.7571400E-01,6.74316E-01
-6.7554000E-01,6.79199E-01
-6.7536600E-01,6.79199E-01
-6.7519200E-01,6.54785E-01
-6.7501800E-01,6.69434E-01
-6.7484400E-01,6.25488E-01
-6.7467000E-01,6.30371E-01
-6.7449600E-01,6.20605E-01
-6.7432200E-01,6.15723E-01
-6.7414800E-01,6.05957E-01
-6.7397400E-01,6.10840E-01
-6.7380000E-01,6.15723E-01
-6.7362600E-01,6.10840E-01
-6.7345200E-01,6.20605E-01
-6.7327800E-01,6.20605E-01
-6.7310400E-01,6.30371E-01
-6.7293000E-01,6.05957E-01
-6.7275600E-01,6.35254E-01
-6.7258200E-01,6.25488E-01
-6.7240800E-01,6.35254E-01
-6.7223400E-01,8.11035E-01
-6.7206000E-01,9.23340E-01
-6.7188600E-01,9.42871E-01
-6.7171200E-01,9.62402E-01
-6.7153800E-01,9.47754E-01
-6.7136400E-01,7.86621E-01
-6.7119000E-01,7.08496E-01
-6.7101600E-01,6.93848E-01
-6.7084200E-01,6.88965E-01
-6.7066800E-01,6.79199E-01
-6.7049400E-01,6.79199E-01
-6.7032000E-01,6.84082E-01
-6.7014600E-01,6.49902E-01
-6.6997200E-01,6.54785E-01
-6.6979800E-01,6.40137E-01
-6.6962400E-01,6.45020E-01
-6.6945000E-01,6.25488E-01
-6.6927600E-01,6.45020E-01
-6.6910200E-01,6.35254E-01
-6.6892800E-01,6.35254E-01
-6.6875400E-01,6.35254E-01
-6.6858000E-01,8.01270E-01
-6.6840600E-01,9.18457E-01
-6.6823200E-01,9.52637E-01
-6.6805800E-01,9.77051E-01
-6.6788400E-01,9.72168E-01
-6.6771000E-01,8.06152E-01
-6.6753600E-01,7.03613E-01
-6.6736200E-01,6.74316E-01
-6.6718800E-01,6.79199E-01
-6.6701400E-01,6.59668E-01
-6.6684000E-01,6.64551E-01
-6.6666600E-01,6.69434E-01
-6.6649200E-01,6.45020E-01
-6.6631800E-01,6.25488E-01
-6.6614400E-01,6.25488E-01
-6.6597000E-01,6.35254E-01
-6.6579600E-01,6.25488E-01
-6.6562200E-01,6.25488E-01
-6.6544800E-01,6.05957E-01
-6.6527400E-01,6.25488E-01
-6.6510000E-01,6.30371E-01
-6.6492600E-01,6.20605E-01
-6.6475200E-01,6.20605E-01
-6.6457800E-01,6.20605E-01
-6.6440400E-01,6.05957E-01
-6.6423000E-01,6.15723E-01
-6.6405600E-01,6.20605E-01
-6.6388200E-01,8.35449E-01
-6.6370800E-01,9.13574E-01
-6.6353400E-01,9.62402E-01
-6.6336000E-01,9.47754E-01
-6.6318600E-01,9.77051E-01
-6.6301200E-01,7.67090E-01
-6.6283800E-01,6.79199E-01
-6.6266400E-01,6.74316E-01
-6.6249000E-01,6.49902E-01
-6.6231600E-01,6.69434E-01
-6.6214200E-01,6.84082E-01
-6.6196800E-01,6.59668E-01
-6.6179400E-01,6.35254E-01
-6.6162000E-01,6.45020E-01
-6.6144600E-01,6.40137E-01
-6.6127200E-01,6.30371E-01
-6.6109800E-01,6.40137E-01
-6.6092400E-01,6.35254E-01
-6.6075000E-01,6.25488E-01
-6.6057600E-01,6.35254E-01
-6.6040200E-01,6.40137E-01
-6.6022800E-01,8.50098E-01
-6.6005400E-01,9.37988E-01
-6.5988000E-01,9.72168E-01
-6.5970600E-01,9.86816E-01
-6.5953200E-01,9.62402E-01
-6.5935800E-01,7.81738E-01
-6.5918400E-01,7.13379E-01
-6.5901000E-01,6.74316E-01
-6.5883600E-01,6.79199E-01
-6.5866200E-01,6.64551E-01
-6.5848800E-01,6.88965E-01
-6.5831400E-01,6.64551E-01
-6.5814000E-01,6.59668E-01
-6.5796600E-01,6.20605E-01
-6.5779200E-01,6.35254E-01
-6.5761800E-01,6.20605E-01
-6.5744400E-01,6.45020E-01
-6.5727000E-01,6.25488E-01
-6.5709600E-01,6.40137E-01
-6.5692200E-01,6.20605E-01
-6.5674800E-01,6.20605E-01
-6.5657400E-01,6.20605E-01
-6.5640000E-01,6.20605E-01
-6.5622600E-01,6.05957E-01
-6.5605200E-01,6.20605E-01
-6.5587800E-01,6.20605E-01
-6.5570400E-01,6.35254E-01
-6.5553000E-01,8.54980E-01
-6.5535600E-01,9.28223E-01
-6.5518200E-01,9.77051E-01
-6.5500800E-01,9.52637E-01
-6.5483400E-01,9.37988E-01
-6.5466000E-01,7.52441E-01
-6.5448600E-01,6.79199E-01
-6.5431200E-01,6.69434E-01
-6.5413800E-01,6.69434E-01
-6.5396400E-01,6.59668E-01
-6.5379000E-01,6.54785E-01
-6.5361600E-01,6.59668E-01
-6.5344200E-01,6.25488E-01
-6.5326800E-01,6.35254E-01
-6.5309400E-01,6.40137E-01
-6.5292000E-01,6.25488E-01
-6.5274600E-01,6.25488E-01
-6.5257200E-01,6.35254E-01
-6.5239800E-01,6.25488E-01
-6.5222400E-01,6.25488E-01
-6.5205000E-01,6.35254E-01
-6.5187600E-01,8.54980E-01
-6.5170200E-01,9.42871E-01
-6.5152800E-01,9.62402E-01
-6.5135400E-01,9.81934E-01
-6.5118000E-01,9.77051E-01
-6.5100600E-01,7.76855E-01
-6.5083200E-01,7.18262E-01
-6.5065800E-01,6.79199E-01
-6.5048400E-01,6.88965E-01
-6.5031000E-01,6.69434E-01
-6.5013600E-01,6.84082E-01
-6.4996200E-01,6.64551E-01
-6.4978800E-01,6.40137E-01
-6.4961400E-01,6.35254E-01
-6.4944000E-01,6.45020E-01
-6.4926600E-01,6.35254E-01
-6.4909200E-01,6.49902E-01
-6.4891800E-01,6.30371E-01
-6.4874400E-01,6.40137E-01
-6.4857000E-01,6.30371E-01
-6.4839600E-01,6.30371E-01
-6.4822200E-01,6.25488E-01
-6.4804800E-01,6.30371E-01
-6.4787400E-01,6.30371E-01
-6.4770000E-01,6.35254E-01
-6.4752600E-01,6.45020E-01
-6.4735200E-01,6.79199E-01
-6.4717800E-01,8.59863E-01
-6.4700400E-01,9.33105E-01
-6.4683000E-01,9.52637E-01
-6.4665600E-01,9.67285E-01
-6.4648200E-01,9.47754E-01
-6.4630800E-01,7.23145E-01
-6.4613400E-01,6.79199E-01
-6.4596000E-01,6.84082E-01
-6.4578600E-01,6.59668E-01
-6.4561200E-01,6.64551E-01
-6.4543800E-01,6.69434E-01
-6.4526400E-01,6.54785E-01
-6.4509000E-01,6.20605E-01
-6.4491600E-01,6.30371E-01
-6.4474200E-01,6.25488E-01
-6.4456800E-01,6.15723E-01
-6.4439400E-01,6.20605E-01
-6.4422000E-01,6.30371E-01
-6.4404600E-01,6.35254E-01
-6.4387200E-01,6.35254E-01
-6.4369800E-01,6.25488E-01
-6.4352400E-01,8.59863E-01
-6.4335000E-01,9.08691E-01
-6.4317600E-01,9.47754E-01
-6.4300200E-01,9.52637E-01
-6.4282800E-01,9.57520E-01
-6.4265400E-01,7.42676E-01
-6.4248000E-01,6.93848E-01
-6.4230600E-01,6.64551E-01
-6.4213200E-01,6.88965E-01
-6.4195800E-01,6.64551E-01
-6.4178400E-01,6.69434E-01
-6.4161000E-01,6.64551E-01
-6.4143600E-01,6.49902E-01
-6.4126200E-01,6.25488E-01
-6.4108800E-01,6.35254E-01
-6.4091400E-01,6.30371E-01
-6.4074000E-01,6.49902E-01
-6.4056600E-01,6.35254E-01
-6.4039200E-01,6.30371E-01
-6.4021800E-01,6.40137E-01
-6.4004400E-01,6.35254E-01
-6.3987000E-01,6.25488E-01
-6.3969600E-01,6.20605E-01
-6.3952200E-01,6.45020E-01
-6.3934800E-01,6.45020E-01
-6.3917400E-01,6.25488E-01
-6.3900000E-01,7.28027E-01
-6.3882600E-01,9.03809E-01
-6.3865200E-01,9.52637E-01
-6.3847800E-01,9.86816E-01
-6.3830400E-01,9.67285E-01
-6.3813000E-01,9.18457E-01
-6.3795600E-01,7.32910E-01
-6.3778200E-01,6.74316E-01
-6.3760800E-01,6.79199E-01
-6.3743400E-01,6.69434E-01
-6.3726000E-01,6.84082E-01
-6.3708600E-01,6.45020E-01
-6.3691200E-01,6.49902E-01
-6.3673800E-01,6.35254E-01
-6.3656400E-01,6.30371E-01
-6.3639000E-01,6.30371E-01
-6.3621600E-01,6.45020E-01
-6.3604200E-01,6.20605E-01
-6.3586800E-01,6.35254E-01
-6.3569400E-01,6.10840E-01
-6.3552000E-01,6.49902E-01
-6.3534600E-01,6.40137E-01
-6.3517200E-01,8.59863E-01
-6.3499800E-01,9.28223E-01
-6.3482400E-01,9.62402E-01
-6.3465000E-01,9.67285E-01
-6.3447600E-01,9.62402E-01
-6.3430200E-01,7.28027E-01
-6.3412800E-01,6.84082E-01
-6.3395400E-01,6.54785E-01
-6.3378000E-01,6.59668E-01
-6.3360600E-01,6.69434E-01
-6.3343200E-01,6.79199E-01
-6.3325800E-01,6.49902E-01
-6.3308400E-01,6.30371E-01
-6.3291000E-01,6.20605E-01
-6.3273600E-01,6.20605E-01
-6.3256200E-01,6.30371E-01
-6.3238800E-01,6.30371E-01
-6.3221400E-01,6.35254E-01
-6.3204000E-01,6.25488E-01
-6.3186600E-01,6.20605E-01
-6.3169200E-01,6.10840E-01
-6.3151800E-01,6.15723E-01
-6.3134400E-01,6.15723E-01
-6.3117000E-01,6.20605E-01
-6.3099600E-01,6.15723E-01
-6.3082200E-01,6.25488E-01
-6.3064800E-01,7.62207E-01
-6.3047400E-01,9.08691E-01
-6.3030000E-01,9.52637E-01
-6.3012600E-01,9.81934E-01
-6.2995200E-01,9.62402E-01
-6.2977800E-01,8.89160E-01
-6.2960400E-01,7.37793E-01
-6.2943000E-01,6.88965E-01
-6.2925600E-01,6.93848E-01
-6.2908200E-01,6.59668E-01
-6.2890800E-01,6.84082E-01
-6.2873400E-01,6.79199E-01
-6.2856000E-01,6.54785E-01
-6.2838600E-01,6.49902E-01
-6.2821200E-01,6.30371E-01
-6.2803800E-01,6.25488E-01
-6.2786400E-01,6.40137E-01
-6.2769000E-01,6.40137E-01
-6.2751600E-01,6.54785E-01
-6.2734200E-01,6.45020E-01
-6.2716800E-01,6.45020E-01
-6.2699400E-01,6.84082E-01
-6.2682000E-01,8.89160E-01
-6.2664600E-01,9.47754E-01
-6.2647200E-01,9.67285E-01
-6.2629800E-01,9.81934E-01
-6.2612400E-01,9.28223E-01
-6.2595000E-01,7.18262E-01
-6.2577600E-01,6.79199E-01
-6.2560200E-01,6.74316E-01
-6.2542800E-01,6.69434E-01
-6.2525400E-01,6.59668E-01
-6.2508000E-01,6.59668E-01
-6.2490600E-01,6.40137E-01
-6.2473200E-01,6.30371E-01
-6.2455800E-01,6.25488E-01
-6.2438400E-01,6.20605E-01
-6.2421000E-01,6.15723E-01
-6.2403600E-01,6.05957E-01
-6.2386200E-01,6.05957E-01
-6.2368800E-01,6.15723E-01
-6.2351400E-01,6.20605E-01
-6.2334000E-01,6.30371E-01
-6.2316600E-01,6.15723E-01
-6.2299200E-01,6.20605E-01
-6.2281800E-01,6.20605E-01
-6.2264400E-01,6.20605E-01
-6.2247000E-01,6.25488E-01
-6.2229600E-01,7.67090E-01
-6.2212200E-01,9.08691E-01
-6.2194800E-01,9.42871E-01
-6.2177400E-01,9.62402E-01
-6.2160000E-01,9.57520E-01
-6.2142600E-01,8.35449E-01
-6.2125200E-01,7.28027E-01
-6.2107800E-01,6.84082E-01
-6.2090400E-01,6.84082E-01
-6.2073000E-01,6.84082E-01
-6.2055600E-01,6.88965E-01
-6.2038200E-01,6.64551E-01
-6.2020800E-01,6.74316E-01
-6.2003400E-01,6.35254E-01
-6.1986000E-01,6.30371E-01
-6.1968600E-01,6.45020E-01
-6.1951200E-01,6.35254E-01
-6.1933800E-01,6.45020E-01
-6.1916400E-01,6.49902E-01
-6.1899000E-01,6.30371E-01
-6.1881600E-01,6.49902E-01
-6.1864200E-01,7.37793E-01
-6.1846800E-01,8.94043E-01
-6.1829400E-01,9.42871E-01
-6.1812000E-01,9.62402E-01
-6.1794600E-01,9.77051E-01
-6.1777200E-01,8.79395E-01
